clean_text,final_label,source_langue,pays
rafayel lina charaf tkon wld lmghrib rak top tbrklah alik lah ihfdek men lain,positive,latin,maroc
khti ana swt duo sora o bzaaf li swto lihom,neutral,latin,maroc
bent bladi ofakhrna bghina laqab lik khadmi mzn odarbi ala leval oaghani lprim orakzi kanmoto alik,positive,latin,maroc
bnat tsbho ala kheer ainiya taytsado,neutral,latin,maroc
walah aandek haq mradt o taassebt o daafit o bkiit o aini tnafkhou bbkaa fhad tag,negative,latin,maroc
rabi ikhlik odir bkol farah lik okol jamia moslim amin,positive,latin,maroc
ghird mqawd wl morphine mqawd ghir ymezkona bla tmzkik,negative,latin,maroc
mabrouk marwan o lahel lobnan tstahlo kol khir,positive,latin,maroc
lasaqnaha fih jab liya lah kathdri ala chi bant sghira hh wla monika rahiya li aaycha maah ahbibti wasiroo fiqo fiqo,negative,latin,maroc
dsl ihab knti aziz walakin fans dyal zado fih bzf hd hashtag lihom,negative,latin,maroc
malkoum alcritique hh yak hta wahd maamro tchd f chi qadya dyal chfra fhal autres,negative,latin,maroc
ra katktb hashtag ghalat katkhsk dima,neutral,latin,maroc
fans doynia momkin tssawto maanaa,neutral,latin,maroc
ha tbad mnnou nari hna chhal nkarin lkhir bnadem lwahid li wkha ighwt aliha maykhli li qlqhadayr maaha fok jhdo bqa fya mskin,negative,latin,maroc
dikmaghrebyat li f bzaf tv kant gatli lmoqdima ghatjibha baqi majabuha hadiik katkhreej mnhuum gaa ljadidd,neutral,latin,maroc
sara ha nti hbiba machi howa li kayaayer fans dyalo kola wahed otabao abd salam hbinah bi akhlaqo otibet qalebo,positive,latin,maroc
o ykhaliik liina yaa ahlaa fanana o li mecharfanaa kanhmaaq aliik anaa lta lta,positive,latin,maroc
hadchi ila malabch hachimi,negative,latin,maroc
hanona raki charaftu lmaghreb bitayboubat qalbak rahna kanbghiwk bzzf o aandak jamahiriya kbira ya ala bant,positive,latin,maroc
fati yarham babak sifti liya adres hanan fcasa falkhass bghit ana wchi bnat namchiw aandha alah yrham lik lwalidin plz fati,positive,latin,maroc
ouii khesna neaerfo wach dyalha,neutral,latin,maroc
kon ghir yji maroc nhtaflou maah btsrfiq hh,negative,latin,maroc
andak tsefti chi wahd isawt dedhaa,neutral,latin,maroc
stp diri rvale zwin wkhedmi alih w jtahdi nchofok khedama kter hit mabqa walou sebri whnaya dima maak,positive,latin,maroc
saraha the poor messi khesso ichouf chi fqih,negative,latin,maroc
maachi mardt ghiir kan irhaaq jours hadi o mchat dir fohossat,negative,latin,maroc
awdi koulchi mseggi mn mgherfa whda,negative,latin,maroc
hada rajol ghabiy wa safih,negative,latin,maroc
hh fialan mandarkom ydahak ah ghayr morahab fiha ghir hadouk li kaysawto liha jawha lmatar kaydakhlouha yawmiyan,neutral,latin,maroc
wache hada howa hashtag jdid,neutral,latin,maroc
hanane hya li tetahel laqab,positive,latin,maroc
hh wakha khassro forza azzuri,negative,latin,maroc
men lqerya hay linbiat manwsel dar hta ybred hahah,neutral,latin,maroc
ahssan blassa teqdar tsafer liha f africa f bali seychelles kayen chi hed mchaliha,positive,latin,maroc
salam laykhalikom ana halti daifa oaandi banti aandha marad mozmin okharajli tbib kina tamanha hdh fkola aachrin yom aandha lma farasaataaata,negative,latin,maroc
oui ajabni bzef knt khayfa daba hamdolah bayn top,positive,latin,maroc
naal jed babak lkelb clc like sale trdbl,negative,latin,maroc
ana mabghithach theb ihab ghi matmettlch alihaiziza alya labqat hakka ghatlali f rassi tgol ihab rani kanhb abas saraha,negative,latin,maroc
mapel pa chui lalalala,negative,latin,maroc
dakhli nti hissabat jazayrin w tfarji wlachofi tag maghribi mada taarif aan maghreb yjik lkhbar wla hali qanawtkom,neutral,latin,maroc
maandi zin hmam aandi exams f ramdan,negative,latin,maroc
o tafahat baida alihoom man chhal hadi ms bnadm kaystafzzak,negative,latin,maroc
amal mok khaleana rah ghadi tweli bikhir a achiri,negative,latin,maroc
mercii hossam jésper tabeqa dima tadeaamha hanan katewar bzff bichadaht astida dialha ya rabi yewfaeqha yewafeqak,positive,latin,maroc
hh walo a hbiba ghir rachqa liya w bgit ngani ogniya hatim ammor ala chi wahdine,positive,latin,maroc
hicham idrissi allah ismahna menouque dieu donne chi kaln nadar fi oujhou elaaziz,negative,latin,maroc
nn machi kol aghanih taynzlhom veveo matalan song dyalo maa ghani,neutral,latin,maroc
w plys hadik kanat dakhla skhouna ala ihab w ban liha ihab f blan,negative,latin,maroc
chai had howa li kaydicidi fine,neutral,latin,maroc
lklb baat lklbaa daa mehdi o kddb alih ohit howa ando maaref ghaykhrejalih wsslha hespres chdoh dolm lsq fih kolch chmata,negative,latin,maroc
sarahatan ana meni yalah bda lbarnamaj melt lhanane ktar ihab kan aziz alia ms meni bda kayhess bjnabo khwit pff,negative,latin,maroc
ntoma aamaqtoh w bghitohom ytalbo b stiqlalhom w bdaamkom,negative,latin,maroc
nn rakatmetel okht massouna dounia batma gtlk oum wasiro tlahaw fyyosskom chwiya,negative,latin,maroc
hta ana bghit nadkhol maakom lgroup chfi profil,positive,latin,maroc
its none of my business w kola ydiha f kro of course ghir howa ra kayn bnadem sghir f had twitter zb w katpostiw chi tsawer li katban lk nta walo ra tqdr tkon toxic trauma dial besah sero khesro ala krkom lfloss w chof chi tbib knti mrid f krk ra mochkil dialk hadak,negative,latin,maroc
merci w lik nta wnbqaw dima mjmuain,positive,latin,maroc
zin nakhlo bnadam rah bhal hakda ghir ghatjabdo sdaa lhanan madam magalch smiytha idan nakhal,neutral,latin,maroc
allah ykhalik lina ya malikna lghali w allah yahfad lina waliy laahd mawlay hassan,positive,latin,maroc
o hna aarfin kamlin bli homa ghir amis o had lamitie li binathom zwina plus ca,positive,latin,maroc
yaani goli akhti makayn chay o salam lmohim machii mochkil ghir ila bghaw lah iaawn,neutral,latin,maroc
wach men nytk a sat katswlni f hwaja bach twsalha sahbk wtf doz dm o goli chkon nta o chno bghiti o merhba naawd lkhoya,negative,latin,maroc
bisou twahachtak bzaf goulina chi khbar zwin,positive,latin,maroc
hada hoa li laeb f roma w bayern w juventus ynal dinmok,negative,latin,maroc
ana matdart walo kanqol chno kayn ana manaqdarch nafdah chi insan mano lah,negative,latin,maroc
badr nabil coupe quartie ghmariyan a morocco,neutral,latin,maroc
bayn banat lmaghreb laarabi hadi yehtalo lmosalsalat had ramadan,positive,latin,maroc
ihab nta howa star,positive,latin,maroc
imad kolma ntalil kanjbrom hajmin alik hh,negative,latin,maroc
houma li jbdouna men chhal hadi ohouma kidouro bsahtna awal marra kartajbni am rtm hh,positive,latin,maroc
makaynch maamen khalaha kabour hh mqablin ghir dehk pourtant hada howa waqt daam ana li aarfa o mdawza maa ibtissam,positive,latin,maroc
lyom kan andi dakchi li tlbti lbarh,positive,latin,maroc
ghiir matmchich baiid machi tnkrahha ghir mabqitch mn fans dyalha,neutral,latin,maroc
haki bach matgulich ana chiriri haki chufi zin kidayar,positive,latin,maroc
penalty dyal ounajem machi penalty o dyal machi penalty o dyal jrad penalty wach baghin iatiwhalihom bla mikhaliw nas msakhskha,negative,latin,maroc
dmg ayouch qbl abidar kan radi dakch olgrboz kesh nit ofblasti yasalimi tgoll mzn waaer hya mjarbah,negative,latin,maroc
chkun li aandu num dialha rah mchat liya,neutral,latin,maroc
hbibina nta zikoo laah ykhliik liina wyhfdeek kanbghiiwk bzaaf,positive,latin,maroc
ahambaak ahambaak lahuma ana wla hed hmouuda aagool mangoloha lhad ahaambaak,negative,latin,maroc
mn lahssan blach ghadi iqal tafaal bhal flface,neutral,latin,maroc
momkin naaraf kifach ghandaamak akhti,neutral,latin,maroc
w mnin yqetaou alik ligne v,neutral,latin,maroc
hh hadchi qlil f hqhoum,positive,latin,maroc
plz waqfi hayda chi machi maslahat hanan safi nsawah alikom behadchi li kataemlo katbeynolom dakchi li baghin homa,negative,latin,maroc
wa nti li hala alina zoukek men gwila koun haliti darqochek koun gaama araftek bref marocaine salina,negative,latin,maroc
bientot vont dire rah mzyane ki dawi chi haja,positive,latin,maroc
plz bghite nhdre avc bety aafak swla ala chonson avc asmae mnware wbqay ala twsal maaha raha aktr wheda damtak,positive,latin,maroc
vrais hna f maghrib nmouto alihom basoum and saloum,positive,latin,maroc
lae ahbibti hna mazalin kawbil btissam salom chofi anzatkom tkon harbat min zariba siri atiha teben wla rbiia raha jiaana h,negative,latin,maroc
rah ghir telfo tshab lihom wach rah ana swet maarftch wach,neutral,latin,maroc
meci mourad nta fnan haqiqi taybghi lkher lwlad blado hna mftakhrin bik,positive,latin,maroc
ktar chiere souka kayna chi mofajaa jdida walah salao daba,positive,latin,maroc
ghita nbous yadik hna maandnach insta hatou lina vedio fi youtube ykoun mzyan bach ytchaf mzyan tsawar waarin,neutral,latin,maroc
lahoma ytharek lberd ola ytherk sechoir o lajaj,neutral,latin,maroc
bravo lilik aandik lhaq bhal hada makantxarfoxi bil maarifa dyalo,negative,latin,maroc
makatchebaich mnha omn harakatha kanchouf o kandhak ghir rassii,positive,latin,maroc
waach bkool qiwaak laaqliyya ntii maghribiyya o dayra retweet lhad lhdraa achman khiir o achmaan char,negative,latin,maroc
ana nmchi nsawat khti wajdat li email jdad li sohabi rah kayfakar bach ybqaw diman mjmoain kaychof hajat mzn machi,neutral,latin,maroc
akhti taslim wlah aarfin wchayfin bnadm mahasbkomch howa aailto wlasqin fih tslim wlah ana bada karmti aham,negative,latin,maroc
kijakoum new look dial leo messi,neutral,latin,maroc
ihab rajaal galha hachtaygolo fdahrek taygolo alik momtila ogalha dafai ala rassek,neutral,latin,maroc
aah siri ana mazal hna maqaryach sbah nkmel had tsebhi ala khir,positive,latin,maroc
habibti ana machi maaha o hya maandha ay raqm,negative,latin,maroc
ok hbiba hna ntsanawk chofi sidak li kayhmaqo alih machi ghir lmgharba laalam kolo machi bhal bebe,negative,latin,maroc
kayktb mzian w aarf ach baghi w kayn chi feat maa lmorfo mn lfouq,positive,latin,maroc
kat kadroch nas li aendhom maharat,negative,latin,maroc
impossible ghadi ykhliw avl tmarki hh,negative,latin,maroc
chkoun hada tani sauf lee,neutral,latin,maroc
hh khlihom yenbeho homa aela ljahel dialhom mesiftin wazir lpetrol taklakht nass kayjibo wazir lkharijia o homa jaybin hadak,negative,latin,maroc
ila hanan o anis o haidi,neutral,latin,maroc
hanan hbiba dyali kanhmaq alik nti wihab okhask tarfi biano waraki jomhor kbir kaybrik thlay fihab oinchallah idoz lival mz salami laihab,positive,latin,maroc
li waar rah waar,positive,latin,maroc
nssaw bli ihab hanane b wlad lmghreb nsina lihtiram o db kola wahd f jomhor khaso ghir ijrah lakhor,negative,latin,maroc
hite nta sahbi w chhal hadi cheftek,positive,latin,maroc
hada dalili anek makbouta khasek chi maghribi yankahek machi chade behal najim,negative,latin,maroc
walo rani ghir ghlat astasmih,neutral,latin,maroc
hh machi ana li saybto khti lah ikhliha lina,positive,latin,maroc
hh walayni hadchi kayani bli dkhlat chaft rwina liwaqaa koraha fhala daba,negative,latin,maroc
guys ajiw naawdou nsdaouu hadii wakha qalttlina ah ms mahdratch maa mounir wla zineb,neutral,latin,maroc
nti li galsa kadhki goli hashtag man aandak,neutral,latin,maroc
next stage dialhom huwa gheda ghadi ibghiw iqawsso ala real,negative,latin,maroc
hadchi li tadiro machi fi salih hanan ra hanan baqa tattabaq kalam idara fach ghadi tikheroj ghadi tasdam,negative,latin,maroc
wahd mli katbki makaytswq liha,negative,latin,maroc
ila kanetch chamaliya bghithach,neutral,latin,maroc
andek alhak bhal had lklam maando hta maana hada rah fan machi dakhla lharb,negative,latin,maroc
kont f check list hta wsslt dak maissour hh w ana nqlb,neutral,latin,maroc
hta nwerrik vidéo jite fhal toxicomane,negative,latin,maroc
iwa siri qalbi raki nayma o aarfa walo o hadak sotha,negative,latin,maroc
hanan hayati lh iwafqak lah ikon maak kanbghiiknti w ihab wsaho plz ghanili barifia kanbghiik,positive,latin,maroc
hemdouha kano ykheliwha b hlawtha dial steve,neutral,latin,maroc
gal ibtissam ghadi tkoun vendredi maana dar oghnia dyalha gal hia li bghat tkoun awl liqaa liha fi radio hit radio hadi,neutral,latin,maroc
qahratni akhtii makhalat had had chi ghir aatyaha bloc osdaaha kiwssalni,negative,latin,maroc
chi whdin dsrnahom fina qalo li fina w li finach,negative,latin,maroc
plz youm akhir ajal o lfariq bssit bin ihab o raph khsso kolchi ysswt kter men marra,neutral,latin,maroc
sah ay vedeo dyalo f yotube yqolo algerien daba rahom aarfo bli marocain,neutral,latin,maroc
reaal vivee chrisstiaanoo yalah yalahh machi buhdek rani kantssara tag hh bssif,positive,latin,maroc
hh tati chkoun smaahouum sofof awla fans bety kighaniw aghaniha maaha hazin tssawrha olay wafq fadwa o dounia,positive,latin,maroc
lmgarba mnawdinha f x factor lah yhfadhom fin mamchaw mcharfina,positive,latin,maroc
jiti zwina bzzif yarbi tsmeh lia,positive,latin,maroc
ms dik lmra badlo dina f akhir lhda ya khoufi,negative,latin,maroc
wa siir tmout ya weld tiitya khrouf zebbala ya chyata dial lkhaliij tfouuallah yerhem rejala ila konti nta rajel,negative,latin,maroc
kaydor f internet yallah ban lia mpartagé had sbah,neutral,latin,maroc
yaay wakha ramdan o aandi ljihawi mdrr nkafeh maakom,positive,latin,maroc
fac hya kbira o bzaaf,neutral,latin,maroc
hnan bnt bladi ya fakhr lmaghrib nti w ihab khlikom jmia wkhadmo mzn whna maakom ghniwli rifi mwah alikom,positive,latin,maroc
ihab qari maaya howa bac dyalo science physique o aomro makan science vie terre,neutral,latin,maroc
inch alah ikon khir ana daygh tiqa f bity hiya kant galat rah taajal iwa rah bayna makaynch had chi lkatgoli,positive,latin,maroc
maryuuma ajii db dbd db db bghiteek,positive,latin,maroc
hadik aenza katjib liya ichmiazaz impossible nchofha hh mazyan golo liha teghani sidha saad maghribi,negative,latin,maroc
yalah chto f lyoutube hh khatteer yak,positive,latin,maroc
yalah kolchi ydkhl twiteer hjmoow,neutral,latin,maroc
ihab nta fakhr maghrib kolona maak,positive,latin,maroc
ya bissara bawlo kayn kayn lqess,positive,latin,maroc
encore jbira wach had taoussi hmar wla hmar,negative,latin,maroc
hadi kan jabha momo malikat jamal dyal chi haja aarbia hh meghribia,positive,latin,maroc
hh bayna mli tgoula bent tamchi tdi deri lghaba o taera alih rah katesswaw nit hh,negative,latin,maroc
hada ahssan khabar had akhir wahed hh zwin bezaf arefti ana malqitch nakol jibi lia makla aafak w lebs maandich,positive,latin,maroc
hadok mosalsalat kaydokhlo aendek dar hada film katmchi lih brejlik cinema w fih,positive,latin,maroc
ybaliya betty aelmetna sher o welat hiya tenaes bekri,neutral,latin,maroc
rabbi khaliik basom hta ntoma idakhlo alikom b saha o salama o najah inchaalah,positive,latin,maroc
ihab weld bladi charraftina khalik maa souhaila ghani lia hania ila mchiti,positive,latin,maroc
ewa ash ghangolik astrologie naaqs flmrooc makayna tta khrya mgadda hnaya bqa hir astrologie iqriwh sbry shwiiya nshoof liik ms mlli nlqa iqder ànlqa dkshy b langlais,negative,latin,maroc
aktar haja kankraha o kan nakrah li labessha anibahh,negative,latin,maroc
tahet li f balii,neutral,latin,maroc
osafi salina mn had niqachat kna kanwslohom lih f lowl ms daba qrbna final obghina ghi ndaamoh safibghina laqab olih howa,positive,latin,maroc
mabrouk li laaziz lghaliyistahel koli lmahaba,positive,latin,maroc
kamlin face lkher drto be smit ghada hh hya li tfakrt ana rah tbolakaw lia chwia wla khassni,negative,latin,maroc
hit tstahli kolchi zwin fhad danya maybqach fik hta haja madam hnaya maak rabi maak fa kouni hania,positive,latin,maroc
lkaydwi ala hanan rah makydrha bwalo blakes katzido tchheroha ohna hdchi lbghina ohaja tania katbyno trebiya zwina dyalkom,negative,latin,maroc
rah ad mosabaqa chehal hada,neutral,latin,maroc
merhba bikom kamleen nhar mars fel boultek hda marjan sidi maarouf jiiw bazzaf,positive,latin,maroc
wa ghir medina wantoma blad ala qdha ans o aad turkie o aad meghreb qbl mnhom hh,positive,latin,maroc
and balha lachbhat lhayfa fi sawt chi haja meziana wbarka katsager fisawtha bache tbane bhal hayfa,negative,latin,maroc
aatewqaa ida kona ana wyak kan ketbo fe nefss waqt machi nqolek hadra we tjawebni fe taniya,neutral,latin,maroc
ana bghithoum ikhsro bjouj ki ndir,negative,latin,maroc
hba aarofin alina dakiyin wili tayqto hada nsito hugo boss chrika sahla siro face dyalou chofo wach bayna alihh,negative,latin,maroc
hh hada mskin kaykrah najah ibtissam howa ghadi maa dounia ghi dad lah ychafiih,positive,latin,maroc
ana mn fans ibtissam tiskat aziza aliya hanouna,positive,latin,maroc
hit ntouma kabarto lihom chan w homa ghir boujaaran,negative,latin,maroc
aawtani ranbqa nchofha bzaaf ratchdni tqya wimchi syam hh,negative,latin,maroc
qalek moul lfez kayqfezz maqal walou w nti kathedri khti wsselti lwahed daraja kalakh li ghadi ndir lik fiha bloque,negative,latin,maroc
ach had lklam mal fans haydi hajm ala hanane hchouma hadchi and bali ntouma mohtaramin pff,negative,latin,maroc
ntoma jomhor ntoma kon kanto thaboha kon thabo liha lkhir watkhafo ala karamatha,negative,latin,maroc
maisons b dhs weheda f chi région khaaweya,neutral,latin,maroc
allah ykhallik li awladak we your family,positive,latin,maroc
salam ana ghizlane maroc tanbrik bzzaf nti rafael ihab bqaw maa baad nti star,positive,latin,maroc
aafak ana aandi wahid num kannsouni owalo ghir boite vocale bghit naaraf wach hia ola mach hia please jawbini ghir b ah ola nn,neutral,latin,maroc
akid ncha allah qbal mykhrjo men academy nqdro nwsloha million,neutral,latin,maroc
li bghitih bghainah ouli krahtih krahnah amli kifma bghiti lmouhim tkoun fih souka aham chia aandi,positive,latin,maroc
wakha teateni lien instagram dyalo plz,neutral,latin,maroc
waw hadi mn tadarib taa lmorex bayna ghadi ykon aard khatir,positive,latin,maroc
fin balik o howa taychouf lhih,neutral,latin,maroc
hahahahahahahhahaha wahaq lailah illa lah amelta bohdi,positive,latin,maroc
salam ana jdida hnaya kayn chi tarhib ana hajar,neutral,latin,maroc
oui kola wahd shkon taishaj mohim hna maahom ts w li maajbosh shi candidat bla maiaairou ts,positive,latin,maroc
malkoum nabila ghadi nbda nhyh hh,negative,latin,maroc
khachin raskom jabouha heta f radio bqa lihom ghir mosabaqa aalamiya hh,negative,latin,maroc
mouchkila maa mousamima qraw mazyan hh siri wasiw khnouzatkoum maskina katbhdal fikoum wtaayar bladha wtbhdal fiha braka alikoum h,negative,latin,maroc
assaaf bghite nqollek bli fans lmalika kaymoot alikk whna dima maak w ntmnaw nchufok flmghreb andna,positive,latin,maroc
rah mra mra taywqaa liya hka ghi aawdi min jdid hta irjaa ikhdam,neutral,latin,maroc
kantsna lkmala dyal nhar impatience,positive,latin,maroc
lakin rah homa tamak maarfin bwalo howa staghlo aabas qanahom bach idiro tawila lilmosaraha bach irjao anis haqo ama howa,negative,latin,maroc
a fach ghanaawnouk lah yehdik nti mchiti aendhom qelebti chkayqolo binathom hta ydokhlo aendna hna w nferjek fihom aanzat,negative,latin,maroc
nachazout of tunenazalli bghiti catstrophe humaine bimtiyaz hh,negative,latin,maroc
taayrt o tnafkho ainiya oliqal klmat haq kayrejao couplati mohim wahed lila bkit beredt o welit khedama,negative,latin,maroc
wellah sincère aw mabqa twahed ygoul lik aandek ssah ach had dictatouria dial ath,negative,latin,maroc
ana machi hit khayen ana bif fan dialo khatir machi ghir bogoss o zaydon ghr rtaho rah mjawaj gt,positive,latin,maroc
daba nta ghir beghiti tekhassemhom safi hh,negative,latin,maroc
khti rah kamlin kanbghiw rafa walakin bghina laqab maghribi bghina rayat bladna thaz,positive,latin,maroc
habibat marocaine kanabriwk bzaf merci sawati lsouka nti bant maghrib osafi bizo lik hanane ihab ghanoli,positive,latin,maroc
wlito tafqo men wra dahri hadchi ghir baqi mamchinach nari mafikomch tiqa,negative,latin,maroc
li baghi ideyea weqto iji insahni,neutral,latin,maroc
caméléon musicalement mqawed prod mix kolchi mqawed gha toto performa alih ki lkhra inko ach kan ghadi ydir douk beats,negative,latin,maroc
benzema matjich maah chi haja khra mn ghir kora hh,neutral,latin,maroc
wa lbkaa lbkaa na meni chefro exol heaven,negative,latin,maroc
wydad fath aadakom tkono mtfaalin lmontakhab hh,negative,latin,maroc
khalik lili al kbida matsawrich qadach farahti w ana kanmoyt alak wa kantsata alak hbiba dyalii,positive,latin,maroc
o rak azaw ala qlob nase hadii maryam man marrakech,positive,latin,maroc
nabila bila bila oh,positive,latin,maroc
kon kant katbghiha ghatjmaa liha lfans wdir liha chi hsab rasmi wdir lhwayj aham,neutral,latin,maroc
sat hadi lyoum inchaellah nkhedmo aliha,positive,latin,maroc
khram alik tatdi ghir dnoub,negative,latin,maroc
aawnini nwslo zik li ghna ihab lbarh f prime akbar mochahada ra lht statut f profil diali,neutral,latin,maroc
hh hiya daba dok laaba li taygolo ayjiw rah ayjiw hh ngalza mra nymar mra messi mra swarez hh maskn taybrdo ala rshm,neutral,latin,maroc
ana jawebt nas li dekhlo aendna tag kanhderch maak,negative,latin,maroc
hanona akhlaak hnina driyfaa tayiba kalbaa byat makataraf ghira o hessed,positive,latin,maroc
mnawar o ghzal kif dima,positive,latin,maroc
alach hadro maa dounia o fadwa o ibtissam laa wach had chi tabiaii,negative,latin,maroc
kathdri ala yacine wla yassine,neutral,latin,maroc
mafhmtich rah kant katghnilha oghnya o hanane katbyn bli dina chi hed galha kanbghik o hya frhana o dina galtlha lcamerate,neutral,latin,maroc
kanghiwk bzaf w bghinak tcharfina f star academy nti w ihab w soukaina,positive,latin,maroc
hanan taime boucoup hbiba rak charfana khalik maa wlad lmaghrib laarabi okhalik maahom salmi ala ihab,positive,latin,maroc
hanan kanhbk bzaf nti ihab ourafael onti mn lbnat lmhtarmat tma slmi ala soha aarissha ihab ghanili maghribi,positive,latin,maroc
arafti koun trakzo aktar maa chikh chikha dyalkom hafidin lqoraan ykoun hsan tjikom chi sakta qalbiya,negative,latin,maroc
ra vote khas ikon mabin raphael hanane amis ola maydwiwch gaa binathom ra kolchi aarf bli homa ds amis,neutral,latin,maroc
lghzaal dyalnaa kan rair machalah,positive,latin,maroc
wayeeh koun rah welina hssen men qatar,positive,latin,maroc
pllz sawtou onachro mathawnouch kan farq ktar mn sawt daba wla yalaah,positive,latin,maroc
wah ala ljaych tiskati wela lahhi fel mesmoumat wela yetsalaw maa baadiyathom nteklet alikom ibtissam bekrii,negative,latin,maroc
hh hacha inchalah tlaqay b ibtissam wa khodi lik chi photo fqsi nti lmcha hh,positive,latin,maroc
sahra maghribiya ila konti mamna bihad chi matghalich kalma gharbya dayqak,neutral,latin,maroc
chno bghitiha tqol kadahkoni akid hit hiya zazairiya machi mghribiya,neutral,latin,maroc
awili a asmaa howa ach dar liha makhasch tji mana,negative,latin,maroc
kont ghanzalha ghdaana wiyak jatna nafs lfikraya rbi yirjaa lina saad daghya,positive,latin,maroc
okey lhamdolah ala kolchi thks god waa,positive,latin,maroc
yamato ghatmchi meahom fhali tariqa li mcha biha oden,neutral,latin,maroc
ok inchallah qbl maybda xfactor nsali hado li aendi,neutral,latin,maroc
soora jdida betyy yala hojoom,positive,latin,maroc
smhili ila fhamtiha haka ana qri dakchi o aasbni jawbt dghya knt tanqsd likatbo ana aarfak tiskatiya qalbha kbir smhili,negative,latin,maroc
hadi hiya khasak tafahmi ach yaqsad,neutral,latin,maroc
tji htal aandi bach duq loubia hchuma gaa tjiw ndiru liha chi haja fuq chewaya,positive,latin,maroc
possible hada mochkil aendkom antoma driat ama hna saiib tlaqa haja li tmchi ala qbleha tjib lfloss o dik dak leffort kamel hh,negative,latin,maroc
dak nhar kantfrj ana w chi bnat obdat katdwi galtlihom hadi raha mghribia tsadmo twdrat wast mn lobnaniyin omsrawa,neutral,latin,maroc
ana ghadi nqolik haja wehda hasbiya lah waniama lwakil fiki wlah matestahli tkoni meghribiya wakha kon kan qelbek hjer tfo,negative,latin,maroc
nari qwdtha wllaw tabaini shab zero hna hh,negative,latin,maroc
wkhoh hta howa kigol baad rapael bghina hanane di laqab wmni ykhrjo kolchi ghayban,neutral,latin,maroc
aah ok dk hatim sdaq masahlxi lahdti fliqaa maa momo ihab makanxi mrtah maa hatim,negative,latin,maroc
o htaa qbel kont f mawqia difaa aamerni smaht lrassi nkteb twet bach naayra ola naaygh ghirhaa,negative,latin,maroc
wahd linstru dial chlha ooh ya rb,positive,latin,maroc
sf dghiya qlbti hdert mabqitich katgol senpai dyali odakchi wliti db katlab ala qj fnofap aadi obnadm mdwz sanawat aadii choof matgoliyach nass ach daroo nta maderti waloo,negative,latin,maroc
ja lhssabi malqa tahaja galiya aatyak flouss bach dafai aliha o makhala maqal fiya khedmtk khedmat lil ozid o zid,negative,latin,maroc
yak tag dyalhom mhjour nkhaf ghir fans dyal bty idakhloha chi trend hh,negative,latin,maroc
tali fihoumpolicier route ola tadhs daba,neutral,latin,maroc
mazal lkhmiss w lundi khssna ndirolhom chi haja,neutral,latin,maroc
wakha haka makanch bhal bled dyalna saraha,positive,latin,maroc
ana knssma makayen tahed u kaina f asfi,neutral,latin,maroc
ihab alach mli dkhlat hanane lbareh rjati fhalatk hit kan kayshab lik nassim li raja tbghi had souaal iwslo kono thchmo,negative,latin,maroc
ramadan al habib li dima bachar,neutral,latin,maroc
yalh welad bladi chedou lhema w hadrou lgaa sfouf w dirou gaa lmatloub menkoum w smaounsaéh lasatda w ranou ltaoura lmajida,positive,latin,maroc
zama nti molat laqal yak glna nsawhom hhoma ibtissam dayra lik folow tdkhl otlqaha fwjha,negative,latin,maroc
wach katfahmi laarbiya ya lbarhoucha wla bsahatnaa nokono fansha hna aajbana ntoma diwha ghir fboubi dyalkom li khdam,negative,latin,maroc
fhad chi htarmou nass chwiya hawla wala qowata ila bilah hchouma hadchi taqo allah,negative,latin,maroc
jamais tchufnni kantbka b aafak chufo li waasiit tayq f rassi,positive,latin,maroc
galt chamkar taygini man kan aandi haam anani hmalt oraha tadir zbayl o choha qdam lkam ama flkawaliss laalm lah,negative,latin,maroc
hh warda alah yaatik matmanay qrtaltini bdahk kan talaa liya dam vedio zwin,positive,latin,maroc
a banti lhasd wa lghira rah kiqatlo malki maamra rasak aich hyatak dahki,negative,latin,maroc
hh noktat almawssim hna khtafna likom kolchi mafkhbarakch msakan alah yaafo alikom kaybqaw fiya,positive,latin,maroc
hna maak hanona bghinak tghani lina wla diri maana social media fhal rapha pllz,positive,latin,maroc
laam li ja tlqana ghir kantleqaw lbnadem aemmerna terna ya rebbi chi ghebara lcoombia,positive,latin,maroc
sawaa li barinha aw li mabarinhache,neutral,latin,maroc
hadri maa hanane had lbka lache katbane daifa khasseha tdereb a arani evale lprime meziane bache tkoune metmekena menhom,positive,latin,maroc
aardi aliha ola yaraf alik mohim salmi alih,positive,latin,maroc
hh ya wiilii ala paris hh hanane machya liha chi marraat,negative,latin,maroc
hh maymkench ikhaliwha mn baad bety mahadratch ala mihrajan idan maghaybiyohach,positive,latin,maroc
mafroud tjibouha lanaha hiya demi finaliste fi starac yaani bidoune soual nasse alache had tahamol aliha,negative,latin,maroc
ache waqeea tiskatyin aadawkom lmaiiz aw fin litihad tiskati kona kamkin yed wahda ban li qwso alikom rjao kif keto,negative,latin,maroc
fin nas li kanet katnuwed twitter,negative,latin,maroc
walah hit baqa kanaez douniaa goliha twaqef ana kont qoltha liha chhal hadii,neutral,latin,maroc
lfassad o nachr daara chafna aflam bzf khassrin hada zad fih o rah hna muslimin machi kofar o hna dawla islamiya,negative,latin,maroc
waw sahra zwina bzaf tbark allah akid renne bety veux fac dial lhaja hh,positive,latin,maroc
chamkar kibghiha wkiqadarha machi fhal jad mok nti malqiti li yabrk wla ydiha fiik aliha bqa fmok lhal,negative,latin,maroc
